data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
2019-12-20,Eibar,Granada,3,0,H,2,0,H,21,12,7,1,5,5,17,13,3,3,0,0,10,3,3,3,6
2019-12-18,Barcelona,Real Madrid,0,0,D,0,0,D,9,17,2,4,2,6,5,17,3,5,0,0,8,0,3,5,8
2019-12-15,Celta,Mallorca,2,2,D,1,1,D,18,8,7,2,3,3,14,16,3,5,0,1,6,4,3,6,9
2019-12-15,Espanol,Betis,2,2,D,2,1,H,16,10,4,5,7,5,26,13,4,1,0,0,12,4,4,1,5
2019-12-15,Valencia,Real Madrid,1,1,D,0,0,D,9,19,6,6,1,2,11,15,1,2,0,0,3,2,1,2,3
2019-12-15,Getafe,Valladolid,2,0,H,1,0,H,7,10,3,3,4,3,28,10,3,3,0,0,7,2,3,3,6
2019-12-15,Sevilla,Villarreal,1,2,A,0,1,A,24,9,5,3,14,2,12,11,2,0,0,0,16,3,2,0,2
2019-12-14,Sociedad,Barcelona,2,2,D,1,1,D,19,9,5,5,8,5,7,8,0,1,0,0,13,4,0,1,1
2019-12-14,Ath Bilbao,Eibar,0,0,D,0,0,D,8,8,3,2,6,7,7,12,3,3,0,0,13,0,3,3,6
2019-12-14,Ath Madrid,Osasuna,2,0,H,0,0,D,19,15,9,3,6,5,16,10,2,1,0,0,11,2,2,1,3
2019-12-14,Granada,Levante,1,2,A,0,0,D,18,13,4,6,8,6,14,12,4,3,0,0,14,3,4,3,7
2019-12-13,Alaves,Leganes,1,1,D,0,1,A,10,3,3,1,2,0,14,17,2,3,0,0,2,2,2,3,5
2019-12-05,Ath Bilbao,Celta,3,1,H,3,0,H,8,3,4,2,3,3,16,18,4,3,0,0,6,4,4,3,7
2019-12-05,Girona,Levante,1,2,A,0,0,D,14,6,6,2,9,2,15,16,2,3,0,0,11,3,2,3,5
2019-12-05,Ath Madrid,Sevilla,1,1,D,1,0,H,11,11,4,5,5,7,16,12,5,4,0,0,12,2,5,4,9
2019-12-05,Betis,Huesca,2,1,H,1,0,H,17,9,8,2,9,2,13,15,3,5,0,1,11,3,3,6,9
2019-12-05,Villarreal,Eibar,1,0,H,0,0,D,11,4,3,0,5,3,11,14,3,2,0,0,8,1,3,2,5
2019-12-05,Vallecano,Valladolid,1,2,A,0,1,A,16,9,5,6,4,2,13,9,2,2,0,0,6,3,2,2,4
2019-12-05,Valencia,Alaves,3,1,H,2,1,H,10,10,4,3,7,4,9,14,2,5,0,0,11,4,2,5,7
2019-12-05,Sociedad,Real Madrid,3,1,H,1,1,D,19,6,7,2,5,2,12,16,1,2,0,1,7,4,1,3,4
2019-12-05,Leganes,Espanol,0,2,A,0,1,A,11,19,4,7,6,7,11,9,4,1,1,0,13,2,5,1,6
2019-12-05,Barcelona,Getafe,2,0,H,1,0,H,13,11,8,0,4,3,9,13,1,3,0,0,7,2,1,3,4
2019-12-01,Valencia,Valladolid,1,1,D,0,0,D,17,6,5,1,7,0,15,18,2,5,0,0,7,2,2,5,7
2019-12-01,Girona,Alaves,1,1,D,1,0,H,9,15,4,4,6,3,21,14,4,2,0,0,9,2,4,2,6
2019-12-01,Leganes,Huesca,1,0,H,0,0,D,14,9,7,3,4,4,11,9,3,3,0,0,8,1,3,3,6
2019-12-01,Villarreal,Getafe,1,2,A,0,0,D,17,9,6,4,6,1,14,13,5,3,0,0,7,3,5,3,8
2019-11-30,Alaves,Real Madrid,1,2,A,0,0,D,8,12,2,6,9,4,18,11,4,3,0,0,13,3,4,3,7
2019-11-30,Mallorca,Betis,1,2,A,0,2,A,16,15,7,3,6,5,16,15,3,4,1,0,11,3,4,4,8
2019-11-30,Valencia,Villarreal,2,1,H,0,0,D,13,24,7,7,6,4,8,17,1,2,0,0,10,3,1,2,3
2019-11-30,Sociedad,Eibar,4,1,H,1,1,D,15,10,4,4,6,4,8,12,1,4,0,0,10,5,1,4,5
2019-11-29,Celta,Valladolid,0,0,D,0,0,D,13,9,5,2,11,3,11,17,1,3,0,0,14,0,1,3,4
2019-11-24,Villarreal,Celta,1,3,A,0,0,D,15,11,1,7,8,2,12,9,3,2,0,0,10,4,3,2,5
2019-11-24,Eibar,Alaves,0,2,A,0,0,D,18,7,7,5,10,4,10,11,1,2,0,0,14,2,1,2,3
2019-11-24,Osasuna,Ath Bilbao,1,2,A,0,1,A,12,6,7,4,6,2,15,18,4,3,0,0,8,3,4,3,7
2019-11-24,Espanol,Getafe,1,1,D,1,1,D,6,11,2,2,3,3,23,12,3,4,0,0,6,2,3,4,7
2019-11-24,Valladolid,Sevilla,0,1,A,0,1,A,7,4,1,2,8,4,13,25,3,4,0,1,12,1,3,5,8
2019-11-23,Leganes,Barcelona,1,2,A,1,0,H,9,11,4,6,0,6,11,10,1,2,0,0,6,3,1,2,3
2019-11-23,Betis,Valencia,2,1,H,1,1,D,25,9,8,3,5,4,9,13,2,2,0,0,9,3,2,2,4
2019-11-23,Granada,Ath Madrid,1,1,D,0,0,D,9,17,3,6,2,8,15,17,4,3,0,0,10,2,4,3,7
2019-11-23,Real Madrid,Sociedad,3,1,H,1,1,D,18,11,10,6,4,3,13,16,1,1,0,0,7,4,1,1,2
2019-11-22,Levante,Mallorca,2,1,H,0,0,D,13,14,6,7,3,6,13,9,2,1,1,0,9,3,3,1,4
2019-11-02,Alaves,Levante,2,0,H,1,0,H,16,8,4,0,3,10,14,18,3,2,0,0,13,2,3,2,5
2019-11-01,Vallecano,Celta,4,2,H,2,2,D,11,13,8,4,7,5,12,8,4,1,0,0,12,6,4,1,5
2019-10-31,Getafe,Granada,3,1,H,2,0,H,8,10,3,2,2,3,22,11,5,5,0,0,5,4,5,5,10
2019-10-31,Mallorca,Osasuna,2,2,D,1,0,H,11,12,3,4,5,3,9,10,1,5,0,0,8,4,1,5,6
2019-10-31,Eibar,Villarreal,2,1,H,0,0,D,25,9,8,2,8,3,11,12,0,3,0,0,11,3,0,3,3
2019-10-30,Real Madrid,Leganes,5,0,H,3,0,H,22,5,11,3,8,3,12,12,1,5,0,0,11,5,1,5,6
2019-10-30,Valencia,Sevilla,1,1,D,0,1,A,10,10,3,1,6,1,12,17,6,3,0,0,7,2,6,3,9
2019-10-30,Ath Bilbao,Espanol,3,0,H,2,0,H,7,12,5,5,2,5,13,20,0,1,0,0,7,3,0,1,1
2019-10-30,Betis,Celta,2,1,H,1,0,H,11,18,7,5,5,10,16,17,6,1,0,0,15,3,6,1,7
2019-10-30,Sociedad,Levante,1,2,A,0,2,A,17,13,5,4,9,5,15,12,3,4,0,0,14,3,3,4,7
2019-10-29,Alaves,Ath Madrid,1,1,D,0,0,D,11,9,3,3,4,1,23,16,3,3,0,0,5,2,3,3,6
2019-10-29,Barcelona,Valladolid,5,1,H,3,1,H,18,9,9,1,6,3,9,14,0,3,0,0,9,6,0,3,3
2019-10-27,Sevilla,Getafe,2,0,H,0,0,D,15,9,8,4,5,0,13,18,2,3,0,0,5,2,2,3,5
2019-10-27,Levante,Espanol,0,1,A,0,1,A,7,14,3,3,4,7,10,26,2,3,0,0,11,1,2,3,5
2019-10-27,Osasuna,Valencia,3,1,H,1,1,D,21,2,13,1,6,1,8,6,1,1,0,1,7,4,1,2,3
2019-10-27,Granada,Betis,1,0,H,0,0,D,13,12,3,0,4,2,13,8,3,4,0,0,6,1,3,4,7
2019-10-27,Celta,Sociedad,0,1,A,0,0,D,9,9,1,4,3,7,20,12,5,2,1,0,10,1,6,2,8
2019-10-26,Leganes,Mallorca,1,0,H,1,0,H,9,9,3,1,4,5,19,13,4,1,0,0,9,1,4,1,5
2019-10-26,Valladolid,Eibar,2,0,H,2,0,H,8,13,4,3,4,3,13,13,1,2,0,0,7,2,1,2,3
2019-10-26,Ath Madrid,Ath Bilbao,2,0,H,1,0,H,9,9,2,2,7,7,14,9,2,2,0,0,14,2,2,2,4
2019-10-25,Villarreal,Alaves,4,1,H,1,0,H,19,12,8,3,5,4,12,13,2,2,0,0,9,5,2,2,4
2019-10-20,Sevilla,Levante,1,0,H,0,0,D,19,12,5,5,9,1,10,11,2,2,0,0,10,1,2,2,4
2019-10-20,Ath Bilbao,Valladolid,1,1,D,1,0,H,19,9,7,3,3,4,12,9,2,3,0,0,7,2,2,3,5
2019-10-20,Espanol,Villarreal,0,1,A,0,1,A,18,11,3,5,7,3,11,14,2,1,0,0,10,1,2,1,3
2019-10-20,Sociedad,Betis,3,1,H,2,1,H,18,12,6,5,11,2,23,12,4,2,0,0,13,4,4,2,6
2019-10-20,Alaves,Celta,2,0,H,0,0,D,12,14,5,2,4,6,20,5,5,1,0,0,10,2,5,1,6
2019-10-19,Getafe,Leganes,2,0,H,0,0,D,5,7,2,3,2,3,17,19,1,4,0,0,5,2,1,4,5
2019-10-19,Mallorca,Real Madrid,1,0,H,1,0,H,5,13,1,4,4,4,20,14,2,2,0,1,8,1,2,3,5
2019-10-19,Eibar,Barcelona,0,3,A,0,1,A,5,9,0,4,2,2,16,14,5,0,0,0,4,3,5,0,5
2019-10-19,Ath Madrid,Valencia,1,1,D,1,0,H,15,11,4,3,2,4,18,12,2,1,0,1,6,2,2,2,4
2019-10-18,Granada,Osasuna,1,0,H,1,0,H,6,9,2,4,2,7,12,17,2,8,0,1,9,1,2,9,11
2019-10-11,Betis,Sevilla,1,2,A,1,1,D,18,10,5,6,4,4,12,21,2,3,0,0,8,3,2,3,5
2019-10-11,Getafe,Osasuna,0,0,D,0,0,D,14,4,5,1,9,5,15,16,2,4,0,0,14,0,2,4,6
2019-10-11,Ath Madrid,Espanol,3,1,H,1,1,D,18,10,5,1,9,2,12,15,2,2,0,0,11,4,2,2,4
2019-10-11,Ath Bilbao,Levante,2,1,H,0,1,A,23,8,10,2,10,2,13,13,3,2,0,0,12,3,3,2,5
2019-10-11,Mallorca,Villarreal,3,1,H,2,0,H,5,22,3,6,2,5,18,17,2,3,0,0,7,4,2,3,5
2019-10-03,Girona,Valencia,2,3,A,1,1,D,18,11,8,6,6,1,13,10,1,4,0,1,7,5,1,5,6
2019-10-03,Celta,Betis,0,1,A,0,0,D,7,14,1,4,4,4,17,16,3,0,0,0,8,1,3,0,3
2019-10-03,Levante,Villarreal,0,2,A,0,0,D,11,13,3,5,8,2,8,21,3,5,0,0,10,2,3,5,8
2019-10-03,Valladolid,Real Madrid,1,4,A,1,1,D,10,15,2,6,5,12,14,12,1,6,0,1,17,5,1,7,8
2019-10-03,Sevilla,Sociedad,5,2,H,1,1,D,22,9,11,2,7,2,12,13,2,2,0,0,9,7,2,2,4
2019-10-02,Sevilla,Eibar,2,2,D,0,1,A,13,8,4,4,9,7,11,7,4,2,1,0,16,4,5,2,7
2019-10-02,Valencia,Sociedad,0,0,D,0,0,D,10,8,4,1,7,5,11,18,2,4,0,0,12,0,2,4,6
2019-10-02,Ath Bilbao,Barcelona,0,0,D,0,0,D,13,10,5,2,6,4,23,10,4,2,1,0,10,0,5,2,7
2019-10-02,Leganes,Betis,3,0,H,2,0,H,16,3,4,1,4,4,22,11,4,2,0,1,8,3,4,3,7
2019-09-29,Alaves,Mallorca,2,0,H,0,0,D,11,5,6,1,4,1,16,14,2,3,0,0,5,2,2,3,5
2019-09-29,Eibar,Celta,2,0,H,0,0,D,7,3,3,2,6,5,17,15,3,1,0,0,11,2,3,1,4
2019-09-29,Espanol,Valladolid,0,2,A,0,1,A,16,9,2,6,4,3,16,13,2,0,1,0,7,2,3,0,3
2019-09-29,Levante,Osasuna,1,1,D,1,0,H,10,18,5,3,7,11,12,12,6,0,1,0,18,2,7,0,7
2019-09-29,Sevilla,Sociedad,3,2,H,1,1,D,21,5,8,2,7,0,9,8,1,1,0,0,7,5,1,1,2
2019-09-28,Ath Bilbao,Valencia,0,1,A,0,1,A,14,10,3,6,7,7,14,12,2,5,0,0,14,1,2,5,7
2019-09-28,Getafe,Barcelona,0,2,A,0,1,A,8,10,1,6,4,1,23,17,4,4,0,1,5,2,4,5,9
2019-09-28,Granada,Leganes,1,0,H,1,0,H,11,15,4,6,8,3,19,12,3,4,0,0,11,1,3,4,7
2019-09-28,Ath Madrid,Real Madrid,0,0,D,0,0,D,7,14,1,3,5,7,14,14,1,2,0,0,12,0,1,2,3
2019-09-27,Villarreal,Betis,5,1,H,1,0,H,17,11,10,6,3,7,13,8,2,2,0,0,10,6,2,2,4
2019-09-26,Sociedad,Alaves,3,0,H,3,0,H,21,5,7,0,5,3,7,20,1,4,0,1,8,3,1,5,6
2019-09-26,Celta,Espanol,1,1,D,0,0,D,14,10,3,4,6,4,5,17,2,5,0,0,10,2,2,5,7
2019-09-26,Eibar,Sevilla,3,2,H,0,2,A,11,7,4,4,3,1,11,19,3,4,0,0,4,5,3,4,7
2019-09-25,Real Madrid,Osasuna,2,0,H,1,0,H,15,4,4,0,7,5,13,13,2,2,0,0,12,2,2,2,4
2019-09-25,Valencia,Getafe,3,3,D,3,1,H,8,18,4,5,4,5,14,26,1,4,0,0,9,6,1,4,5
2019-09-25,Mallorca,Ath Madrid,0,2,A,0,1,A,9,13,3,3,8,5,8,15,3,5,0,1,13,2,3,6,9
2019-09-25,Leganes,Ath Bilbao,1,1,D,0,0,D,7,9,3,2,4,5,11,12,0,1,0,0,9,2,0,1,1
2019-09-24,Betis,Levante,3,1,H,1,1,D,17,17,5,3,5,2,11,11,2,2,0,0,7,4,2,2,4
2019-09-24,Valladolid,Granada,1,1,D,1,1,D,9,6,5,4,6,3,21,18,3,2,0,0,9,2,3,2,5
2019-09-24,Barcelona,Villarreal,2,1,H,2,1,H,8,11,4,3,6,5,4,13,4,2,0,0,11,3,4,2,6
2019-09-22,Getafe,Mallorca,4,2,H,2,0,H,14,7,5,3,7,2,15,17,4,5,0,0,9,6,4,5,9
2019-09-22,Espanol,Sociedad,1,3,A,0,2,A,17,10,3,5,5,7,7,12,1,0,0,0,12,4,1,0,1
2019-09-22,Valencia,Leganes,1,1,D,1,1,D,13,13,4,4,6,6,14,23,3,4,0,0,12,2,3,4,7
2019-09-22,Ath Bilbao,Alaves,2,0,H,1,0,H,13,5,4,1,3,2,11,19,1,4,0,0,5,2,1,4,5
2019-09-22,Sevilla,Real Madrid,0,1,A,0,0,D,9,7,0,4,9,6,16,15,3,2,0,0,15,1,3,2,5
2019-09-21,Villarreal,Valladolid,2,0,H,0,0,D,18,7,6,3,4,8,12,8,2,1,0,0,12,2,2,1,3
2019-09-21,Levante,Eibar,0,0,D,0,0,D,13,18,4,4,6,7,9,11,0,2,0,0,13,0,0,2,2
2019-09-21,Ath Madrid,Celta,0,0,D,0,0,D,20,6,5,3,13,3,14,12,3,5,0,0,16,0,3,5,8
2019-09-21,Granada,Barcelona,2,0,H,1,0,H,9,8,4,1,4,5,22,12,3,2,0,0,9,2,3,2,5
2019-09-20,Osasuna,Betis,0,0,D,0,0,D,12,7,6,2,9,4,15,9,1,2,0,0,13,0,1,2,3
2019-09-15,Betis,Getafe,1,1,D,0,1,A,7,12,2,4,5,6,11,28,3,6,2,0,11,2,5,6,11
2019-09-15,Eibar,Espanol,1,2,A,0,0,D,11,7,1,2,7,2,14,16,2,4,0,1,9,3,2,5,7
2019-09-15,Alaves,Sevilla,0,1,A,0,1,A,7,19,0,7,2,6,13,7,5,5,0,0,8,1,5,5,10
2019-09-15,Celta,Granada,0,2,A,0,1,A,4,13,0,3,3,5,11,13,4,2,2,0,8,2,6,2,8
2019-09-15,Valladolid,Osasuna,1,1,D,0,0,D,11,17,1,5,10,6,9,10,0,1,0,0,16,2,0,1,1
2019-09-14,Real Madrid,Levante,3,2,H,3,0,H,25,8,11,3,9,6,13,10,2,2,0,0,15,5,2,2,4
2019-09-14,Barcelona,Valencia,5,2,H,2,1,H,17,9,10,3,2,5,11,11,1,4,0,0,7,7,1,4,5
2019-09-14,Leganes,Villarreal,0,3,A,0,2,A,10,8,4,4,8,6,14,11,2,0,0,0,14,3,2,0,2
2019-09-14,Sociedad,Ath Madrid,2,0,H,0,0,D,14,12,5,2,5,5,13,10,1,3,0,0,10,2,1,3,4
2019-09-13,Mallorca,Ath Bilbao,0,0,D,0,0,D,10,11,1,5,4,6,15,18,4,3,0,0,10,0,4,3,7
2019-09-11,Alaves,Valladolid,3,0,H,2,0,H,14,7,5,1,6,7,21,16,3,3,0,0,13,3,3,3,6
2019-09-11,Valencia,Granada,2,0,H,0,0,D,12,13,4,1,7,4,11,15,0,5,0,0,11,2,0,5,5
2019-09-11,Eibar,Real Madrid,0,4,A,0,3,A,14,10,1,5,6,6,9,8,0,0,0,0,12,4,0,0,0
2019-09-11,Barcelona,Celta,4,1,H,2,1,H,10,6,7,5,2,2,18,14,4,1,0,0,4,5,4,1,5
2019-09-03,Alaves,Eibar,1,1,D,0,0,D,16,20,3,3,3,5,10,18,1,1,0,0,8,2,1,1,2
2019-09-03,Ath Madrid,Leganes,1,0,H,0,0,D,13,3,4,2,4,4,9,7,2,2,0,0,8,1,2,2,4
2019-09-03,Barcelona,Vallecano,3,1,H,1,1,D,12,8,6,1,10,4,12,17,1,2,0,0,14,4,1,2,3
2019-09-03,Getafe,Huesca,2,1,H,0,1,A,14,8,6,1,13,1,14,17,0,4,0,0,14,3,0,4,4
2019-09-02,Getafe,Celta,3,1,H,1,1,D,12,13,6,3,4,3,16,13,3,3,0,1,7,4,3,4,7
2019-09-02,Girona,Huesca,0,2,A,0,2,A,13,6,7,6,13,2,9,18,3,1,1,0,15,2,4,1,5
2019-09-02,Espanol,Vallecano,2,1,H,0,1,A,15,9,5,3,6,2,11,19,0,2,0,0,8,3,0,2,2
2019-09-02,Ath Madrid,Real Madrid,1,3,A,1,2,A,11,11,2,4,3,4,21,16,7,3,1,0,7,4,8,3,11
2019-08-31,Osasuna,Barcelona,2,2,D,1,0,H,15,8,5,4,3,2,16,9,3,4,0,0,5,4,3,4,7
2019-08-31,Getafe,Alaves,1,1,D,1,1,D,15,5,1,1,4,2,11,17,3,1,0,0,6,2,3,1,4
2019-08-31,Levante,Valladolid,2,0,H,0,0,D,16,15,3,4,6,6,9,10,2,2,0,0,12,2,2,2,4
2019-08-31,Betis,Leganes,2,1,H,0,0,D,17,19,5,7,11,8,14,15,4,2,0,0,19,3,4,2,6
2019-08-30,Ath Bilbao,Sociedad,2,0,H,2,0,H,15,2,5,2,3,0,17,17,2,3,0,0,3,2,2,3,5
2019-08-30,Sevilla,Celta,1,1,D,0,0,D,19,2,5,1,9,1,16,9,4,2,0,0,10,2,4,2,6
2019-08-25,Barcelona,Betis,5,2,H,1,1,D,20,4,7,3,11,0,14,12,1,1,0,0,11,7,1,1,2
2019-08-25,Leganes,Ath Madrid,0,1,A,0,0,D,10,6,4,4,9,4,12,13,4,5,0,0,13,1,4,5,9
2019-08-25,Mallorca,Sociedad,0,1,A,0,0,D,12,12,4,4,5,5,16,12,1,2,0,0,10,1,1,2,3
2019-08-25,Alaves,Espanol,0,0,D,0,0,D,10,5,2,1,3,5,13,10,3,1,0,0,8,0,3,1,4
2019-08-24,Getafe,Ath Bilbao,1,1,D,1,1,D,6,4,2,2,4,6,15,11,2,1,0,0,10,2,2,1,3
2019-08-24,Celta,Valencia,1,0,H,1,0,H,11,9,6,1,6,4,8,12,1,2,0,0,10,1,1,2,3
2019-08-24,Real Madrid,Valladolid,1,1,D,0,0,D,22,9,4,2,4,3,12,11,2,2,0,0,7,2,2,2,4
2019-08-24,Osasuna,Eibar,0,0,D,0,0,D,6,12,2,0,6,6,15,12,4,4,0,0,12,0,4,4,8
2019-08-23,Granada,Sevilla,0,1,A,0,0,D,12,11,0,6,6,6,13,14,1,1,0,0,12,1,1,1,2
2019-08-23,Levante,Villarreal,2,1,H,0,1,A,16,23,4,6,7,3,5,9,1,2,0,0,10,3,1,2,3
2019-08-18,Ath Madrid,Getafe,1,0,H,1,0,H,5,6,5,0,3,4,19,22,3,4,1,1,7,1,4,5,9
2019-08-18,Betis,Valladolid,1,2,A,0,0,D,13,14,4,3,6,1,11,19,2,6,1,0,7,3,3,6,9
2019-08-18,Espanol,Sevilla,0,2,A,0,1,A,7,12,2,4,8,4,11,17,2,2,0,0,12,2,2,2,4
2019-08-18,Alaves,Levante,1,0,H,0,0,D,9,16,2,4,2,9,18,15,2,1,0,0,11,1,2,1,3
2019-08-17,Celta,Real Madrid,1,3,A,0,1,A,7,17,4,11,6,4,17,12,5,2,0,1,10,4,5,3,8
2019-08-17,Valencia,Sociedad,1,1,D,0,0,D,14,12,6,3,3,3,13,14,4,4,1,0,6,2,5,4,9
2019-08-17,Villarreal,Granada,4,4,D,1,1,D,12,14,7,7,2,7,10,16,3,1,0,0,9,8,3,1,4
2019-08-17,Leganes,Osasuna,0,1,A,0,0,D,13,4,2,2,8,0,17,11,1,4,1,0,8,1,2,4,6
2019-08-17,Mallorca,Eibar,2,1,H,1,0,H,16,11,4,5,9,3,13,14,2,3,0,0,12,3,2,3,5
2019-08-16,Ath Bilbao,Barcelona,1,0,H,0,0,D,11,11,5,2,3,8,14,9,1,1,0,0,11,1,1,1,2
2019-08-12,Leganes,Celta,3,2,H,2,0,H,15,9,8,4,3,5,14,11,3,3,0,1,8,5,3,4,7
2019-08-12,Osasuna,Sevilla,1,1,D,1,1,D,10,13,1,4,2,6,22,10,4,4,1,0,8,2,5,4,9
2019-08-12,Valladolid,Sociedad,0,0,D,0,0,D,4,16,2,2,1,4,10,19,0,4,0,0,5,0,0,4,4
2019-08-12,Betis,Ath Bilbao,3,2,H,3,1,H,10,8,6,2,3,3,12,15,2,4,0,0,6,5,2,4,6
2019-08-12,Eibar,Getafe,0,1,A,0,0,D,6,6,3,3,3,8,16,15,5,1,1,0,11,1,6,1,7
2019-08-11,Sociedad,Leganes,1,1,D,0,0,D,11,6,5,2,5,1,14,23,2,6,0,1,6,2,2,7,9
2019-08-03,Ath Bilbao,Espanol,1,1,D,0,1,A,15,5,6,2,7,0,13,20,3,5,0,0,7,2,3,5,8
2019-08-02,Valladolid,Villarreal,0,0,D,0,0,D,9,7,3,3,8,3,13,18,3,2,0,0,11,0,3,2,5
2019-07-12,Barcelona,Mallorca,5,2,H,4,1,H,25,9,17,3,8,4,15,10,3,0,0,0,12,7,3,0,3
2019-07-12,Levante,Valencia,2,4,A,2,1,H,17,10,6,6,5,1,14,14,5,2,1,0,6,6,6,2,8
2019-07-12,Granada,Alaves,3,0,H,0,0,D,13,5,3,1,6,2,16,17,1,4,0,2,8,3,1,6,7
2019-07-12,Real Madrid,Espanol,2,0,H,1,0,H,18,6,8,2,5,3,15,13,4,3,1,0,8,2,5,3,8
2019-07-04,Alaves,Leganes,1,1,D,1,0,H,6,9,1,5,3,3,17,15,6,4,0,0,6,2,6,4,10
2019-07-04,Valladolid,Sevilla,0,2,A,0,0,D,10,16,5,4,6,7,17,12,3,3,0,0,13,2,3,3,6
2019-07-04,Getafe,Ath Bilbao,1,0,H,0,0,D,6,9,2,1,1,2,16,18,2,1,0,0,3,1,2,1,3
2019-07-04,Celta,Sociedad,3,1,H,0,1,A,11,14,4,7,2,7,16,11,2,1,0,1,9,4,2,2,4
2019-07-04,Betis,Villarreal,2,1,H,1,1,D,17,10,7,4,4,3,15,14,4,4,0,0,7,3,4,4,8
2019-07-04,Levante,Huesca,2,2,D,1,0,H,14,17,8,4,9,1,22,12,2,4,0,0,10,4,2,4,6
2019-07-01,Celta,Ath Bilbao,1,2,A,1,1,D,17,8,3,4,3,2,16,21,2,5,0,0,5,3,2,5,7
2019-06-12,Villarreal,Ath Madrid,0,0,D,0,0,D,23,18,3,3,11,6,11,11,2,1,0,0,17,0,2,1,3
2019-06-10,Mallorca,Espanol,2,0,H,1,0,H,9,11,3,3,2,4,11,11,1,3,0,0,6,2,1,3,4
2019-06-10,Barcelona,Sevilla,4,0,H,3,0,H,15,16,8,4,7,10,10,12,5,3,2,0,17,4,7,3,10
2019-06-10,Sociedad,Getafe,1,2,A,1,0,H,6,13,3,4,3,8,20,15,2,4,1,0,11,3,3,4,7
2019-06-10,Valladolid,Ath Madrid,0,0,D,0,0,D,5,9,1,1,3,4,15,14,6,4,0,0,7,0,6,4,10
2019-06-10,Celta,Ath Bilbao,1,0,H,0,0,D,13,6,2,2,6,4,8,20,0,5,0,0,10,1,0,5,5
2019-06-04,Vallecano,Valencia,2,0,H,1,0,H,15,12,5,3,4,7,17,10,2,3,0,0,11,2,2,3,5
2019-06-04,Real Madrid,Eibar,2,1,H,0,1,A,13,3,7,1,5,4,9,15,0,1,0,0,9,3,0,1,1
2019-06-04,Girona,Espanol,1,2,A,0,0,D,14,9,5,2,1,4,23,20,5,2,0,0,5,3,5,2,7
2019-06-04,Barcelona,Ath Madrid,2,0,H,0,0,D,21,9,10,2,5,1,14,12,3,4,0,1,6,2,3,5,8
2019-06-01,Eibar,Villarreal,0,0,D,0,0,D,24,7,6,4,13,1,12,17,0,2,0,0,14,0,0,2,2
2019-06-01,Getafe,Barcelona,1,2,A,1,2,A,10,12,2,8,4,4,23,12,4,3,0,0,8,3,4,3,7
2019-06-01,Real Madrid,Sociedad,0,2,A,0,1,A,28,12,8,4,10,4,13,13,5,1,1,0,14,2,6,1,7
2019-06-01,Sevilla,Ath Madrid,1,1,D,1,1,D,15,12,5,7,4,5,15,11,5,7,0,0,9,2,5,7,12
2019-05-19,Real Madrid,Betis,0,2,A,0,0,D,9,9,2,7,1,5,17,11,4,1,0,0,6,2,4,1,5
2019-05-19,Eibar,Barcelona,2,2,D,2,2,D,15,6,8,3,5,2,11,3,4,2,0,0,7,4,4,2,6
2019-05-18,Valladolid,Valencia,0,2,A,0,1,A,19,9,4,6,8,2,12,10,1,3,0,0,10,2,1,3,4
2019-05-18,Levante,Ath Madrid,2,2,D,2,0,H,17,17,7,8,6,4,9,7,0,1,0,1,10,4,0,2,2
2019-05-18,Sevilla,Ath Bilbao,2,0,H,1,0,H,9,9,3,1,2,3,14,19,4,2,0,0,5,2,4,2,6
2019-05-18,Alaves,Girona,2,1,H,1,0,H,14,13,7,4,6,4,13,10,3,3,0,0,10,3,3,3,6
2019-05-18,Huesca,Leganes,2,1,H,0,1,A,15,9,6,1,4,6,18,12,0,1,0,0,10,3,0,1,1
2019-05-18,Getafe,Villarreal,2,2,D,1,1,D,17,8,5,4,6,4,16,20,2,3,0,0,10,4,2,3,5
2019-05-18,Celta,Vallecano,2,2,D,0,1,A,14,11,5,4,3,5,16,20,0,4,0,0,8,4,0,4,4
2019-05-18,Espanol,Sociedad,2,0,H,0,0,D,9,11,4,2,4,5,13,13,3,2,0,0,9,2,3,2,5
2019-05-10,Valencia,Alaves,2,1,H,1,0,H,11,10,3,4,4,7,7,16,1,3,0,0,11,3,1,3,4
2019-05-10,Real Madrid,Granada,4,2,H,2,0,H,17,8,10,5,6,2,12,18,4,5,0,0,8,6,4,5,9
2019-05-10,Leganes,Levante,1,2,A,0,1,A,25,9,10,2,9,4,10,7,3,5,0,0,13,3,3,5,8
2019-05-10,Osasuna,Villarreal,2,1,H,0,1,A,16,16,4,5,8,9,9,15,2,2,0,0,17,3,2,2,4
2019-05-05,Getafe,Girona,2,0,H,1,0,H,13,4,8,2,1,3,15,13,3,3,0,1,4,2,3,4,7
2019-05-05,Eibar,Betis,1,0,H,1,0,H,14,12,6,6,11,8,15,7,3,2,0,0,19,1,3,2,5
2019-05-05,Valladolid,Ath Bilbao,1,0,H,1,0,H,10,9,3,1,1,3,14,22,5,5,0,0,4,1,5,5,10
